"x","y","label"
6.469709063210463,2.1186423719340017,"artifact"
6.1530882485496905,2.370825202834199,"artifact"
6.916306335271511,2.4860964104769123,"artifact"
6.767079508118064,2.642170865680768,"artifact"
7.015060509339311,2.6363212877448925,"artifact"
7.243819224652813,2.4356444706913987,"artifact"
7.15347649347376,2.545878075622158,"artifact"
6.608584075839419,3.132120098652975,"artifact"
7.202407350018964,2.725673765610751,"artifact"
7.035796712136052,2.756724517555912,"artifact"
7.1930439579421295,2.5745889166881923,"artifact"
10.347866552703335,3.78030574871957,"artifact"
10.404313301949106,3.8555090049090364,"artifact"
9.939795265524289,3.8198632231961174,"artifact"
6.633685801597162,2.4198326367908707,"artifact"
6.5242127871910665,2.564230330983536,"artifact"
6.5114531444430055,2.5785156859745646,"artifact"
7.563987345138247,2.946270087343598,"artifact"
9.55189340343575,3.794961109493606,"artifact"
9.683690305879383,3.2420803372741047,"artifact"
9.508360320126682,3.425450320131417,"artifact"
9.515923015491651,3.548920316125445,"artifact"
11.343172767678517,3.9761167544304694,"artifact"
11.104245185385622,3.734290335950991,"artifact"
10.773932859154446,3.9507120412742576,"artifact"
10.935973465523599,3.590274153748792,"artifact"
10.387215843559588,3.4085438939280714,"artifact"
10.071750470255495,3.85822898214227,"artifact"
10.296366075221389,3.64802192146756,"artifact"
7.464632168367703,2.2807706165159476,"artifact"
8.51983789740267,3.3731952605213884,"artifact"
8.368720084746483,2.972921868821173,"artifact"
8.206710675139417,3.128006660269975,"artifact"
8.41832251322286,3.380938951138886,"artifact"
8.785335817405336,2.989240624581548,"artifact"
8.726321926763925,2.997890898410455,"artifact"
8.206087496532225,3.482870466896986,"artifact"
8.617804596485051,3.350480425559792,"artifact"
8.372449630078597,3.0734721872151387,"artifact"
8.527618937377255,3.003530259259118,"artifact"
8.655169670137827,2.91514355199108,"artifact"
8.496193206182372,3.1071896143142594,"artifact"
8.693657026247552,2.954175955862418,"artifact"
8.44458348003743,3.225534223795785,"artifact"
8.85047341831795,3.1286383113626735,"artifact"
9.052157317608891,3.103967660514357,"artifact"
8.944982411592413,3.2421660109723036,"artifact"
6.320531723253759,2.306235396728961,"artifact"
6.3924105343324005,2.2655913487953288,"artifact"
9.545608293343282,3.3625686241897075,"artifact"
9.376549439667164,3.927328339231873,"artifact"
9.542271686386318,3.6646175452001213,"artifact"
7.73745931325305,2.908543430483408,"artifact"
7.942963286485959,2.6275315951901623,"artifact"
7.973835568640351,2.586751354400014,"artifact"
9.679432855029624,3.676142099157238,"artifact"
9.685190383701906,3.7028791803781953,"artifact"
9.41337421154125,4.024629496488055,"artifact"
9.998907618225987,3.446741726179877,"artifact"
9.657607621106784,3.820364355503944,"artifact"
9.923990514569784,3.759962938754903,"artifact"
10.184658797677042,3.562674949678081,"artifact"
6.844355025511506,2.1910262529809086,"artifact"
6.488957380935157,2.5163296856486146,"artifact"
6.631481064538084,2.3335892340118813,"artifact"
6.4634991135243824,2.271784613297137,"artifact"
9.356265286187265,3.400508963491763,"artifact"
9.14867217813787,3.5008788947405076,"artifact"
9.118677325794112,3.482741133103362,"artifact"
9.10969504211687,3.1319807382280778,"artifact"
8.738955467346932,3.1463430270739057,"artifact"
8.34195732397152,3.54862787603612,"artifact"
7.367574009976785,2.6896166019231966,"artifact"
7.4118388184277455,2.7201933896813935,"artifact"
7.771483136903579,2.562759645296145,"artifact"
7.270753711599281,3.0717440906042635,"artifact"
7.83141319394152,2.55595204707309,"artifact"
7.249771996819041,3.146474671393334,"artifact"
7.708012337843356,2.781957885423578,"artifact"
6.420700994027311,2.7612121099348217,"artifact"
