"x","y","label"
8.504485964245832,3.0428877113198856,"artifact"
9.015368947617327,2.5127962298603848,"artifact"
8.73892484372287,2.663659942389756,"artifact"
8.341266927260856,3.058654490234375,"artifact"
8.297500578631325,3.0598915787805843,"artifact"
8.145834509773469,3.1450110465557013,"artifact"
8.059438011821491,3.188820006232876,"artifact"
8.014942689156165,3.2255429149610038,"artifact"
8.301578077972533,2.884826323752384,"artifact"
8.18874942012153,2.968517413625277,"artifact"
8.287410036047087,2.801805917669672,"artifact"
8.258988985628855,2.818612530451557,"artifact"
8.022643545349716,3.0537214958589853,"artifact"
8.183990373006266,2.864219647588483,"artifact"
9.030331202987236,3.4003580830634466,"artifact"
8.357256239740128,3.248385444180963,"artifact"
8.22431010579826,3.359695929221538,"artifact"
8.055936783838645,3.5084041125074483,"artifact"
3.2697403127914253,1.5185763654054651,"artifact"
4.231322048939859,1.8855748729679935,"artifact"
4.0784817778313505,2.054282233225999,"artifact"
5.311336469725161,2.1285769987605536,"artifact"
5.5590489450981995,2.116861524969994,"artifact"
10.2671917189812,4.209201416467294,"artifact"
10.124161867760478,4.07901392460686,"artifact"
10.382593478414572,4.0105760685136715,"artifact"
11.070762571407522,3.9292888508829296,"artifact"
8.770640215833446,3.330720778841899,"artifact"
9.736398748958743,3.010252713146018,"artifact"
9.30236272257963,3.568391131026801,"artifact"
9.373165324689177,3.5718723344288983,"artifact"
9.501569616085717,3.467069464107278,"artifact"
9.49682958740788,3.4936876587145216,"artifact"
9.630296049075431,3.5879396319552153,"artifact"
10.149688467307271,3.2802766432813417,"artifact"
10.06209775162901,3.533631076709116,"artifact"
7.370784577472558,2.9275990304207085,"artifact"
7.555091065068656,2.773239087837645,"artifact"
7.575699992403924,2.782316537678744,"artifact"
7.365166846717376,3.041517962160242,"artifact"
7.5455468534851,2.8919566007833515,"artifact"
7.646822390571745,2.8135047299663474,"artifact"
10.108873039440462,4.066252885864287,"artifact"
10.66093901386106,3.350139344165152,"artifact"
7.304590685002443,2.9696883731354977,"artifact"
7.409892079643437,2.7831581209266547,"artifact"
