"x","y","label"
3.9316802052217152,1.5839905722568097,"artifact"
8.863522992088777,2.820710078816694,"artifact"
8.628864898950525,3.1075192841043995,"artifact"
11.053915752764876,3.705491298591321,"artifact"
8.108896022175777,2.8662790474019957,"artifact"
8.182179332435657,2.703288709635722,"artifact"
7.921790362785326,2.9442204990090515,"artifact"
8.038032232004692,2.8218941843017133,"artifact"
8.225614084504299,2.5728016384594605,"artifact"
7.896073060734191,2.829779372392884,"artifact"
7.823222640057702,2.902506893280785,"artifact"
7.592741402442097,3.0488257398163023,"artifact"
8.025510911020861,2.600225371890933,"artifact"
8.033488161322225,2.5844847769289534,"artifact"
8.077377491505816,2.510755981737503,"artifact"
7.659690077410549,2.827366599006305,"artifact"
7.655618999779957,2.8484344514200433,"artifact"
7.4468698469156855,3.1318535766563977,"artifact"
7.994124461952511,2.4286772875561113,"artifact"
7.5433365408006985,2.6228339485217425,"artifact"
7.676930320937008,2.5288962644835817,"artifact"
7.7506813508539105,2.5603800431963575,"artifact"
7.831582989304474,2.4842839537100225,"artifact"
7.547361948581112,2.8638557727384883,"artifact"
7.702455661583694,2.665067627473414,"artifact"
8.082841754521672,2.24583505538464,"artifact"
8.32395509749633,2.836940664331337,"artifact"
8.537621126762811,2.717473272658733,"artifact"
8.686078183279868,2.651302943956285,"artifact"
8.0296518665502,3.387025193213833,"artifact"
8.466462530667238,3.052737146629277,"artifact"
8.708896298721763,2.8729160852521067,"artifact"
8.874462832782218,3.2375223684430146,"artifact"
9.126671169706908,2.769322695366191,"artifact"
11.26318400238069,3.603886681445257,"artifact"
8.62368148292298,3.499671791525521,"artifact"
9.011265359721232,3.2332391403770564,"artifact"
9.16179974411258,3.091312911651441,"artifact"
9.090997537585586,3.1784962165003217,"artifact"
9.092990117148243,3.2201569143859134,"artifact"
9.254623668197342,3.1614596472966965,"artifact"
9.351138813483187,3.108302854827982,"artifact"
9.33249392360303,3.189700423461158,"artifact"
8.910415408705763,3.61351620399957,"artifact"
9.215877566878856,3.3236109173804786,"artifact"
10.270707057812945,3.2162305351444527,"artifact"
9.719099879665059,3.2932378033223766,"artifact"
4.845651946006999,1.699888052725645,"artifact"
8.074189170736629,2.9994173515814517,"artifact"
10.762835491690714,3.744543091717487,"artifact"
8.19710565353497,2.9474507608781684,"artifact"
6.904026435844622,2.286261473132499,"artifact"
9.380008605093327,3.297646697710106,"artifact"
9.448636995664968,3.1821604122338916,"artifact"
9.315210294792717,3.314446897951897,"artifact"
7.19205465666599,2.110168029636634,"artifact"
7.017502004047491,2.2978005698590915,"artifact"
7.162542477874431,2.1875383309200087,"artifact"
7.396789641381209,1.9554166168203921,"artifact"
7.449708422996721,2.022786129796441,"artifact"
7.223638913965122,2.421651710360423,"artifact"
5.677846133060146,2.16177950412136,"artifact"
5.769550513615473,2.201103086626813,"artifact"
6.0513408927704475,1.9937373445176805,"artifact"
5.850326233733879,2.2298015674470126,"artifact"
4.401119838827263,1.3710987306526716,"artifact"
9.882685509327839,3.60657443602071,"artifact"
9.988963740785668,3.5039238277182054,"artifact"
9.971846771435276,3.562408025606026,"artifact"
10.243340427002902,3.58512411774816,"artifact"
10.622195949508665,3.5056940899837405,"artifact"
10.7257633131174,3.4596137538886245,"artifact"
10.570437512523569,3.652957297207357,"artifact"
10.53197571947195,3.950609894903394,"artifact"
6.418268203746912,1.906937546232859,"artifact"
6.00792020836508,2.408436375964769,"artifact"
6.2898741344937426,2.1504346340974037,"artifact"
6.096637404507939,2.3761776243728185,"artifact"
6.4089722683818415,2.0828073763159436,"artifact"
6.362657399193932,2.2431282848501626,"artifact"
6.742357562975304,2.174913321544826,"artifact"
6.387520653618353,2.53283890242154,"artifact"
6.7260912862331885,2.236285908235864,"artifact"
7.014719767774625,1.9568566621301877,"artifact"
6.543500766526204,2.5156459964734434,"artifact"
7.211776854197936,1.923413553331567,"artifact"
9.535751496767638,3.2040939852172223,"artifact"
9.531146905947113,3.410028550582425,"artifact"
9.54939203583541,3.392763225255178,"artifact"
5.1409941486094635,1.720533023108369,"artifact"
5.137843691842943,1.7876169511947833,"artifact"
5.182584027454572,1.7764037929533834,"artifact"
5.520274124569816,1.6752609766118285,"artifact"
7.103729350456594,2.760806003492297,"artifact"
7.542345903814611,2.467166283359374,"artifact"
7.666746904793061,2.350314055104778,"artifact"
8.150777165664396,2.995603383453985,"artifact"
6.006162017656787,2.090463643133003,"artifact"
4.204182889395298,1.6766991334498575,"artifact"
12.301805522063116,4.091949678246321,"artifact"
0.2739685301447117,0.03510307110381074,"normal"
0.23512393976680324,0.1592338437427272,"normal"
0.5055877503369441,0.11167406302221514,"normal"
3.1601842607358157,0.37163342760132767,"normal"
3.147198044776481,0.43921107811477256,"normal"
3.3743983730503446,0.2171134048181979,"normal"
3.2018649728136053,0.4093214059752778,"normal"
3.050921488805549,0.5624668891879108,"normal"
1.3216124008809986,0.17223550752083214,"normal"
1.2521708849176514,0.25409312983404103,"normal"
3.3928339807975965,0.8870016895598718,"normal"
3.4900549196278465,0.7120318056036598,"normal"
2.2192929880529615,0.4051688394232521,"normal"
2.1507575384727784,0.4342779474630988,"normal"
4.84556794882107,0.8430469007809185,"normal"
4.190417869585837,0.9615998884974272,"normal"
